,permno,namedt,nameenddt,shrcd,exchcd,siccd,ncusip,ticker,comnam,shrcls,permco,hexcd,cusip,st_date,end_date,namedum,s_date,e_date
5036,12080,2010-08-05,2017-03-21,11,3,9999,38269P10,GMAN,GORDMANS STORES INC,,53491,3,38269P10,2010-08-05,2017-03-21,2.0,2010-08-05,2017-03-21
5037,12081,2010-08-11,2011-07-26,11,3,9999,58449C10,MDMD,MEDIAMIND TECHNOLOGIES INC,,53492,3,58449C10,2010-08-11,2011-07-26,2.0,2010-08-11,2011-07-26
5038,12082,2010-08-12,2023-12-29,12,3,9999,V5633W10,MMYT,MAKEMYTRIP LTD,,53493,3,V5633W10,2010-08-12,2023-12-29,2.0,2010-08-12,2023-12-29
5040,12084,2010-08-06,2023-12-29,12,3,9999,N6596X10,NXPI,N X P SEMICONDUCTORS N V,,53494,3,N6596X10,2010-08-06,2023-12-29,2.0,2010-08-06,2023-12-29
5041,12085,2010-08-06,2014-02-21,11,3,9999,67059M10,PATH,NUPATHE INC,,53495,3,67059M10,2010-08-06,2014-02-21,2.0,2010-08-06,2014-02-21
5049,12088,2010-08-13,2011-01-02,11,3,6022,70086W10,PSTB,PARK STERLING BANK,,53496,3,70086Y10,2010-08-13,2017-11-30,2.0,2010-08-13,2017-11-30
5050,12088,2011-01-03,2017-11-30,11,3,6022,70086Y10,PSTB,PARK STERLING BANK NEW,,53496,3,70086Y10,2010-08-13,2017-11-30,2.0,2010-08-13,2017-11-30
5051,12089,2010-08-12,2021-04-21,11,3,9999,75606N10,RP,REALPAGE INC,,53497,3,75606N10,2010-08-12,2021-04-21,2.0,2010-08-12,2021-04-21
5052,12090,2010-08-03,2013-09-11,11,3,9999,89685K10,TSRX,TRIUS THERAPEUTICS INC,,53498,3,89685K10,2010-08-03,2013-09-11,2.0,2010-08-03,2013-09-11
5057,12093,2010-09-23,2019-08-12,18,1,6798,21870Q10,COR,CORESITE REALTY CORP,,53500,1,21870Q10,2010-09-23,2021-12-27,2.0,2010-09-23,2021-12-27
5058,12093,2019-08-13,2021-12-27,18,1,7375,21870Q10,COR,CORESITE REALTY CORP,,53500,1,21870Q10,2010-09-23,2021-12-27,2.0,2010-09-23,2021-12-27
5068,12097,2010-09-28,2016-04-20,31,1,5812,22238M10,CCSC,COUNTRY STYLE CKG RST CHN CO LTD,,53501,1,22238M10,2010-09-28,2016-04-20,2.0,2010-09-28,2016-04-20
5069,12098,2010-09-14,2016-10-18,73,4,6726,26846177,ECON,E G A EMERGING GLOBAL SHARES TR,,53146,4,19762B50,2010-09-14,2023-12-29,2.0,2010-09-14,2023-12-29
5070,12098,2016-10-19,2023-12-29,73,4,6726,19762B50,ECON,COLUMBIA E T F TRUST II,,53146,4,19762B50,2010-09-14,2023-12-29,2.0,2010-09-14,2023-12-29
5076,12101,2010-09-30,2011-06-13,31,1,3824,29034810,ELT,ELSTER GROUP S E,,53502,1,29034810,2010-09-30,2012-08-28,2.0,2010-09-30,2012-08-28
5077,12101,2011-06-14,2012-08-28,31,1,3829,29034810,ELT,ELSTER GROUP S E,,53502,1,29034810,2010-09-30,2012-08-28,2.0,2010-09-30,2012-08-28
5079,12103,2010-09-28,2012-07-02,14,1,6726,33738E10,FSD,FIRST TRUST HIGH INC LNG SHRT FD,,53503,1,33738E10,2010-09-28,2023-12-29,2.0,2010-09-28,2023-12-29
5080,12103,2012-07-03,2013-07-16,14,1,6282,33738E10,FSD,FIRST TRUST HIGH INC LNG SHRT FD,,53503,1,33738E10,2010-09-28,2023-12-29,2.0,2010-09-28,2023-12-29
5081,12103,2013-07-17,2019-09-08,14,1,6726,33738E10,FSD,FIRST TRUST HIGH INC LNG SHRT FD,,53503,1,33738E10,2010-09-28,2023-12-29,2.0,2010-09-28,2023-12-29
5082,12103,2019-09-09,2023-12-29,14,1,6722,33738E10,FSD,FIRST TRUST HIGH INC LNG SHRT FD,,53503,1,33738E10,2010-09-28,2023-12-29,2.0,2010-09-28,2023-12-29
5083,12104,2010-09-15,2012-07-19,12,2,2834,42291010,HBP,HELIX BIOPHARMA CORP,,53504,2,42291010,2010-09-15,2012-07-19,2.0,2010-09-15,2012-07-19
5084,12105,2010-09-02,2016-02-01,73,4,6726,46428912,ENZL,ISHARES TRUST,,37493,3,46428912,2010-09-02,2023-12-29,2.0,2010-09-02,2023-12-29
5085,12105,2016-02-02,2023-12-29,73,3,6726,46428912,ENZL,ISHARES TRUST,,37493,3,46428912,2010-09-02,2023-12-29,2.0,2010-09-02,2023-12-29
5094,12109,2010-09-29,2016-02-01,73,4,6726,46428913,EWZS,ISHARES TRUST,,37493,3,46428913,2010-09-29,2023-12-29,2.0,2010-09-29,2023-12-29
5095,12109,2016-02-02,2023-12-29,73,3,6726,46428913,EWZS,ISHARES TRUST,,37493,3,46428913,2010-09-29,2023-12-29,2.0,2010-09-29,2023-12-29
5356,12219,2010-09-29,2023-12-29,73,4,6726,46429B20,ECNS,ISHARES TRUST,,37493,4,46429B20,2010-09-29,2023-12-29,2.0,2010-09-29,2023-12-29
5510,12287,2010-09-29,2023-12-29,73,4,6726,46429B40,EPHE,ISHARES TRUST,,37493,4,46429B40,2010-09-29,2023-12-29,2.0,2010-09-29,2023-12-29
5511,12288,2010-09-28,2013-09-03,74,2,6221,67074P10,CFD,NUVEEN DIVERSIFIED COMMODITY FD,,53505,2,67074P10,2010-09-28,2016-12-23,2.0,2010-09-28,2016-12-23
5512,12288,2013-09-04,2016-12-23,74,2,6726,67074P10,CFD,NUVEEN DIVERSIFIED COMMODITY FD,,53505,2,67074P10,2010-09-28,2016-12-23,2.0,2010-09-28,2016-12-23
5513,12289,2010-09-21,2023-12-29,73,4,6726,72201R81,CORP,PIMCO E T F TRUST,,53171,4,72201R81,2010-09-21,2023-12-29,2.0,2010-09-21,2023-12-29
5514,12290,2010-09-21,2014-09-26,73,4,6726,72201R82,BABZ,PIMCO E T F TRUST,,53171,4,72201R82,2010-09-21,2014-09-26,2.0,2010-09-21,2014-09-26
5515,12291,2010-09-30,2015-12-17,71,1,1221,76218Y10,RNO,RHINO RESOURCE PARTNERS L P,,53506,1,76218Y10,2010-09-30,2015-12-17,2.0,2010-09-30,2015-12-17
5516,12292,2010-09-14,2023-12-29,73,4,6726,78463X54,GNR,SPDR INDEX SHARES FUNDS,,43629,4,78463X54,2010-09-14,2023-12-29,2.0,2010-09-14,2023-12-29
5517,12293,2010-09-17,2011-06-13,31,1,2741,83603410,SFUN,SOUFUN HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5518,12293,2011-06-14,2016-09-22,31,1,7374,83603410,SFUN,SOUFUN HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5519,12293,2016-09-23,2019-07-07,31,1,7374,30711Y10,SFUN,FANG HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5520,12293,2019-07-08,2020-06-18,31,1,7374,30711Y20,SFUN,FANG HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5521,12293,2020-06-19,2021-03-30,31,1,7374,30711Y30,SFUN,FANG HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5522,12293,2021-03-31,2022-05-17,31,1,7389,30711Y30,SFUN,FANG HOLDINGS LTD,A,53507,1,30711Y30,2010-09-17,2022-05-17,2.0,2010-09-17,2022-05-17
5523,12294,2010-09-09,2023-12-29,73,4,6726,92193250,VOOG,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193250,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5524,12295,2010-09-09,2023-12-29,73,4,6726,92193270,VOOV,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193270,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5525,12296,2010-09-09,2023-12-29,73,4,6726,92193277,VIOV,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193277,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5526,12297,2010-09-09,2023-12-29,73,4,6726,92193279,VIOG,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193279,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5537,12301,2010-09-09,2023-12-29,73,4,6726,92193282,VIOO,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193282,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5538,12302,2010-09-09,2023-12-29,73,4,6726,92193284,IVOV,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193284,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5539,12303,2010-09-09,2023-12-29,73,4,6726,92193286,IVOG,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193286,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5540,12304,2010-09-09,2023-12-29,73,4,6726,92193288,IVOO,VANGUARD ADMIRAL FUNDS INC,,53508,4,92193288,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5541,12305,2010-09-09,2013-10-23,73,4,6726,92290841,VOO,VANGUARD INDEX FUNDS,,41593,4,92290836,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5542,12305,2013-10-24,2023-12-29,73,4,6726,92290836,VOO,VANGUARD INDEX FUNDS,,41593,4,92290836,2010-09-09,2023-12-29,2.0,2010-09-09,2023-12-29
5543,12306,2010-09-24,2016-09-22,73,4,6726,97717X85,CCX,WISDOMTREE TRUST,,50852,4,97717X85,2010-09-24,2016-09-22,2.0,2010-09-24,2016-09-22
5544,12307,2010-09-28,2017-06-05,11,3,9999,03236M10,AMRS,AMYRIS INC,,53510,3,03236M20,2010-09-28,2023-08-18,2.0,2010-09-28,2023-08-18
5545,12307,2017-06-06,2023-08-18,11,3,9999,03236M20,AMRS,AMYRIS INC,,53510,3,03236M20,2010-09-28,2023-08-18,2.0,2010-09-28,2023-08-18
5546,12308,2010-09-14,2016-05-17,11,3,4841,16117M30,CHTR,CHARTER COMMUNICATIONS INC,A,17322,3,16119P10,2010-09-14,2023-12-29,2.0,2010-09-14,2023-12-29
5547,12308,2016-05-18,2023-12-29,11,3,4841,16119P10,CHTR,CHARTER COMMUNICATIONS INC NEW,A,17322,3,16119P10,2010-09-14,2023-12-29,2.0,2010-09-14,2023-12-29
5548,12309,2010-09-01,2016-11-03,14,3,9999,35967110,FULL,FULL CIRCLE CAPITAL CORP,,53511,3,35967110,2010-09-01,2016-11-03,2.0,2010-09-01,2016-11-03
5549,12310,2010-09-13,2020-09-01,11,3,7389,16948W10,HGSH,CHINA H G S REAL ESTATE INC,,53512,3,16948W20,2010-09-13,2023-12-29,2.0,2010-09-13,2023-12-29
5550,12310,2020-09-02,2022-03-22,11,3,7389,16948W20,HGSH,CHINA H G S REAL ESTATE INC,,53512,3,16948W20,2010-09-13,2023-12-29,2.0,2010-09-13,2023-12-29
5551,12310,2022-03-23,2023-12-29,11,3,7389,16948W20,GGE,GREEN GIANT INC,,53512,3,16948W20,2010-09-13,2023-12-29,2.0,2010-09-13,2023-12-29
5552,12311,2010-09-15,2011-03-31,11,3,7389,49372210,KEYP,KEYUAN PETROCHEMICALS INC,,53513,3,49372210,2010-09-15,2011-03-31,2.0,2010-09-15,2011-03-31
5553,12312,2010-09-24,2016-07-28,11,3,9999,80908T10,SQI,SCIQUEST INC NEW,,53514,3,80908T10,2010-09-24,2016-07-28,2.0,2010-09-24,2016-07-28
5554,12313,2010-09-22,2023-12-29,73,3,6726,92206C73,VONE,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C73,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5555,12314,2010-09-22,2023-12-29,73,3,6726,92206C68,VONG,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C68,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5556,12315,2010-09-22,2023-12-29,73,3,6726,92206C71,VONV,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C71,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5557,12316,2010-09-22,2023-12-29,73,3,6726,92206C59,VTHR,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C59,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5558,12317,2010-09-22,2023-12-29,73,3,6726,92206C62,VTWG,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C62,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5559,12318,2010-09-22,2023-12-29,73,3,6726,92206C66,VTWO,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C66,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5568,12321,2010-09-22,2023-12-29,73,3,6726,92206C64,VTWV,VANGUARD SCOTTSDALE FUNDS,,53292,3,92206C64,2010-09-22,2023-12-29,2.0,2010-09-22,2023-12-29
5569,12322,2010-10-26,2017-05-12,73,4,6726,00768Y80,GTAA,ADVISORSHARES TRUST,,53202,4,00768Y80,2010-10-26,2017-05-12,2.0,2010-10-26,2017-05-12
5570,12323,2010-10-14,2011-06-16,18,1,8299,13466Y10,CCG,CAMPUS CREST COMMUNITIES INC,,53515,1,13466Y10,2010-10-14,2016-03-02,2.0,2010-10-14,2016-03-02
5571,12323,2011-06-17,2013-06-18,18,1,7011,13466Y10,CCG,CAMPUS CREST COMMUNITIES INC,,53515,1,13466Y10,2010-10-14,2016-03-02,2.0,2010-10-14,2016-03-02
5572,12323,2013-06-19,2016-03-02,18,1,6798,13466Y10,CCG,CAMPUS CREST COMMUNITIES INC,,53515,1,13466Y10,2010-10-14,2016-03-02,2.0,2010-10-14,2016-03-02
5573,12324,2010-10-01,2016-06-22,31,1,3511,16951C10,MY,CHINA MING YANG WIND PWR GRP LTD,,53516,1,16951C10,2010-10-01,2016-06-22,2.0,2010-10-01,2016-06-22
5574,12325,2010-10-07,2012-12-20,31,1,3674,23703Q10,DQ,DAQO NEW ENERGY CORP,,53518,1,23703Q20,2010-10-07,2023-12-29,2.0,2010-10-07,2023-12-29
5575,12325,2012-12-21,2020-11-17,31,1,3674,23703Q20,DQ,DAQO NEW ENERGY CORP,,53518,1,23703Q20,2010-10-07,2023-12-29,2.0,2010-10-07,2023-12-29
5576,12325,2020-11-18,2023-12-29,31,1,6799,23703Q20,DQ,DAQO NEW ENERGY CORP,,53518,1,23703Q20,2010-10-07,2023-12-29,2.0,2010-10-07,2023-12-29
5577,12326,2010-10-22,2011-05-26,74,4,1040,26922W10,GLTR,ETFS PRECIOUS METALS BASKET TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5578,12326,2011-05-27,2014-10-28,74,4,6722,26922W10,GLTR,ETFS PRECIOUS METALS BASKET TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5579,12326,2014-10-29,2018-09-30,74,4,6726,26922W10,GLTR,ETFS PRECIOUS METALS BASKET TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5580,12326,2018-10-01,2019-09-08,74,4,6726,00326310,GLTR,ABERDEEN STD PREC MET BSK ETF TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5581,12326,2019-09-09,2022-03-30,74,4,6733,00326310,GLTR,ABERDEEN STD PREC MET BSK ETF TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5582,12326,2022-03-31,2023-12-29,74,4,6733,00326310,GLTR,ABRDN PRECIOUS MTLS BSKT ETF TR,,53519,4,00326310,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5589,12329,2010-10-08,2017-12-25,71,1,6799,28852230,EFC,ELLINGTON FINANCIAL L L C,,53520,1,28852N10,2010-10-08,2023-12-29,2.0,2010-10-08,2023-12-29
5590,12329,2017-12-26,2019-03-03,71,1,6162,28852230,EFC,ELLINGTON FINANCIAL L L C,,53520,1,28852N10,2010-10-08,2023-12-29,2.0,2010-10-08,2023-12-29
5591,12329,2019-03-04,2023-12-29,18,1,6162,28852N10,EFC,ELLINGTON FINANCIAL INC,,53520,1,28852N10,2010-10-08,2023-12-29,2.0,2010-10-08,2023-12-29
5592,12330,2010-10-28,2016-07-27,11,1,8099,30066A10,EXAM,EXAMWORKS GROUP INC,,53521,1,30066A10,2010-10-28,2016-07-27,2.0,2010-10-28,2016-07-27
5593,12331,2010-10-27,2016-07-24,44,1,6726,40166410,GBAB,GUGGENHEIM BLD AM BDS MGD DUR TR,,53522,1,40166410,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5594,12331,2016-07-25,2020-09-02,44,1,6726,40166410,GBAB,GUGGENHEIM TAXABLE MUN MGD DUR T,,53522,1,40166410,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5595,12331,2020-09-03,2020-11-18,44,1,6733,40166410,GBAB,GUGGENHEIM TAXABLE MUN MGD DUR T,,53522,1,40166410,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5596,12331,2020-11-19,2023-12-29,44,1,6733,40166410,GBAB,GUGGENHEIM TAX MUN BD & I G DB T,,53522,1,40166410,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5597,12332,2010-10-25,2012-09-11,12,1,1031,44362810,HBM,HUDBAY MINERALS INC,,53523,1,44362810,2010-10-25,2023-12-29,2.0,2010-10-25,2023-12-29
5598,12332,2012-09-12,2023-12-29,12,1,1021,44362810,HBM,HUDBAY MINERALS INC,,53523,1,44362810,2010-10-25,2023-12-29,2.0,2010-10-25,2023-12-29
5599,12333,2010-10-28,2013-06-30,73,4,6726,57060U47,REMX,MARKET VECTORS E T F TRUST,,50699,4,92189H80,2010-10-28,2023-12-29,2.0,2010-10-28,2023-12-29
5600,12333,2013-07-01,2016-05-01,73,4,6726,57061R53,REMX,MARKET VECTORS E T F TRUST,,50699,4,92189H80,2010-10-28,2023-12-29,2.0,2010-10-28,2023-12-29
5601,12333,2016-05-02,2020-04-14,73,4,6726,92189F74,REMX,VANECK VECTORS E T F TRUST,,50699,4,92189H80,2010-10-28,2023-12-29,2.0,2010-10-28,2023-12-29
5602,12333,2020-04-15,2021-08-31,73,4,6726,92189H80,REMX,VANECK VECTORS E T F TRUST,,50699,4,92189H80,2010-10-28,2023-12-29,2.0,2010-10-28,2023-12-29
5603,12333,2021-09-01,2023-12-29,73,4,6726,92189H80,REMX,VANECK E T F TRUST,,50699,4,92189H80,2010-10-28,2023-12-29,2.0,2010-10-28,2023-12-29
5604,12334,2010-10-14,2016-05-01,73,4,6726,57060U59,PEK,MARKET VECTORS E T F TRUST,,50699,4,92189F75,2010-10-14,2023-09-20,2.0,2010-10-14,2023-09-20
5605,12334,2016-05-02,2020-04-30,73,4,6726,92189F75,PEK,VANECK VECTORS E T F TRUST,,50699,4,92189F75,2010-10-14,2023-09-20,2.0,2010-10-14,2023-09-20
5606,12334,2020-05-01,2021-08-31,73,4,6726,92189F75,GLCN,VANECK VECTORS E T F TRUST,,50699,4,92189F75,2010-10-14,2023-09-20,2.0,2010-10-14,2023-09-20
5607,12334,2021-09-01,2023-09-20,73,4,6726,92189F75,GLCN,VANECK E T F TRUST,,50699,4,92189F75,2010-10-14,2023-09-20,2.0,2010-10-14,2023-09-20
5611,12337,2010-10-19,2011-06-13,31,1,8731,81943P10,SHP,SHANGPHARMA CORP,,53525,1,81943P10,2010-10-19,2013-03-27,2.0,2010-10-19,2013-03-27
5612,12337,2011-06-14,2013-03-27,31,1,2834,81943P10,SHP,SHANGPHARMA CORP,,53525,1,81943P10,2010-10-19,2013-03-27,2.0,2010-10-19,2013-03-27
5613,12338,2010-10-29,2011-09-26,75,4,6799,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,,53526,4,85207K10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5614,12338,2011-09-27,2013-07-24,75,4,6221,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,,53526,4,85207K10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5615,12338,2013-07-25,2020-02-09,75,4,6726,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,,53526,4,85207K10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5616,12338,2020-02-10,2021-07-05,75,4,6221,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,,53526,4,85207K10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5617,12338,2021-07-06,2023-12-29,75,4,6726,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,,53526,4,85207K10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5618,12339,2010-10-20,2016-11-30,31,1,8299,87408010,XRS,T A L EDUCATION GROUP,,53527,1,87408010,2010-10-20,2023-12-29,2.0,2010-10-20,2023-12-29
5619,12339,2016-12-01,2023-12-29,31,1,8299,87408010,TAL,T A L EDUCATION GROUP,,53527,1,87408010,2010-10-20,2023-12-29,2.0,2010-10-20,2023-12-29
5620,12340,2010-10-15,2011-06-13,11,1,3465,89182610,TOWR,TOWER INTERNATIONAL INC,,53528,1,89182610,2010-10-15,2019-09-27,2.0,2010-10-15,2019-09-27
5621,12340,2011-06-14,2017-12-25,11,1,3714,89182610,TOWR,TOWER INTERNATIONAL INC,,53528,1,89182610,2010-10-15,2019-09-27,2.0,2010-10-15,2019-09-27
5622,12340,2017-12-26,2019-09-27,11,1,3465,89182610,TOWR,TOWER INTERNATIONAL INC,,53528,1,89182610,2010-10-15,2019-09-27,2.0,2010-10-15,2019-09-27
5623,12341,2010-10-27,2017-12-25,14,1,6726,95768B10,HYI,WESTERN ASSET HIGH YLD DEF OP FD,,53529,1,95768B10,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5624,12341,2017-12-26,2023-12-29,14,1,6722,95768B10,HYI,WESTERN ASSET HIGH YLD DEF OP FD,,53529,1,95768B10,2010-10-27,2023-12-29,2.0,2010-10-27,2023-12-29
5625,12342,2010-10-28,2011-06-16,12,1,6719,G7997810,BOX,SEACUBE CONTAINER LEASING LTD,,53530,1,G7997810,2010-10-28,2013-04-24,2.0,2010-10-28,2013-04-24
5626,12342,2011-06-17,2013-04-24,12,1,4412,G7997810,BOX,SEACUBE CONTAINER LEASING LTD,,53530,1,G7997810,2010-10-28,2013-04-24,2.0,2010-10-28,2013-04-24
5633,12345,2010-10-14,2014-01-07,12,1,2821,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5634,12345,2014-01-08,2016-12-18,12,1,5199,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5635,12345,2016-12-19,2021-03-30,12,1,5169,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5636,12345,2021-03-31,2022-07-18,12,1,2899,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5637,12345,2022-07-19,2023-09-18,12,1,6719,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5638,12345,2023-09-19,2023-12-29,12,1,5169,N5374510,LYB,LYONDELLBASELL INDUSTRIES N V,A,53531,1,N5374510,2010-10-14,2023-12-29,2.0,2010-10-14,2023-12-29
5639,12346,2010-10-14,2010-12-06,12,1,2821,N5374511,LYB,LYONDELLBASELL INDUSTRIES N V,B,53531,1,N5374511,2010-10-14,2010-12-06,2.0,2010-10-14,2010-12-06
5640,12347,2010-10-22,2016-11-29,11,3,9999,00767E10,AEGR,AEGERION PHARMACEUTICALS INC,,53532,3,00767E10,2010-10-22,2016-11-29,2.0,2010-10-22,2016-11-29
5641,12348,2010-10-21,2018-05-23,11,3,9999,10567B10,BBRG,BRAVO BRIO RESTAURANT GROUP INC,,53533,3,10567B10,2010-10-21,2018-05-23,2.0,2010-10-21,2018-05-23
5642,12349,2010-10-15,2014-07-08,11,3,9999,09689U10,BODY,BODY CENTRAL CORP,,53534,3,09689U10,2010-10-15,2014-07-08,2.0,2010-10-15,2014-07-08
5643,12350,2010-10-22,2012-10-02,12,3,9999,G1986710,CAZA,CAZADOR ACQUISITION CORP LTD,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5644,12350,2012-10-03,2013-12-08,11,3,9999,64111R10,NETE,NET ELEMENT INTERNATIONAL INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5645,12350,2013-12-09,2016-05-24,11,3,9999,64111R10,NETE,NET ELEMENT INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5646,12350,2016-05-25,2017-10-04,11,3,9999,64111R20,NETE,NET ELEMENT INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5647,12350,2017-10-05,2021-11-04,11,3,9999,64111R30,NETE,NET ELEMENT INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5648,12350,2021-11-05,2023-05-03,11,3,9999,62526P10,MULN,MULLEN AUTOMOTIVE INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5649,12350,2023-05-04,2023-08-10,11,3,9999,62526P20,MULN,MULLEN AUTOMOTIVE INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5650,12350,2023-08-11,2023-12-20,11,3,9999,62526P30,MULN,MULLEN AUTOMOTIVE INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5651,12350,2023-12-21,2023-12-29,11,3,9999,62526P40,MULN,MULLEN AUTOMOTIVE INC,,53535,3,62526P40,2010-10-22,2023-12-29,2.0,2010-10-22,2023-12-29
5653,12352,2010-10-01,2019-05-17,31,3,9999,16950M10,CCIH,CHINACACHE INTL HLDGS LTD,,53536,3,16950M10,2010-10-01,2019-05-17,2.0,2010-10-01,2019-05-17
5654,12353,2010-10-29,2014-12-02,31,3,9999,52116810,GAGA,LE GAGA HOLDINGS LTD,,53537,3,52116810,2010-10-29,2014-12-02,2.0,2010-10-29,2014-12-02
5655,12354,2010-10-08,2011-12-20,31,3,9999,37951A10,GEDU,GLOBAL EDUCATION & TECH GRP LTD,,53538,3,37951A10,2010-10-08,2011-12-20,2.0,2010-10-08,2011-12-20
5656,12355,2010-10-29,2021-12-08,14,3,6726,44045A10,HRZN,HORIZON TECHNOLOGY FINANCE CORP,,53539,3,44045A10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5657,12355,2021-12-09,2023-12-29,14,3,6799,44045A10,HRZN,HORIZON TECHNOLOGY FINANCE CORP,,53539,3,44045A10,2010-10-29,2023-12-29,2.0,2010-10-29,2023-12-29
5658,12356,2010-10-01,2019-06-11,11,3,9999,49372310,KEYW,KEYW HOLDING CORP,,53540,3,49372310,2010-10-01,2019-06-11,2.0,2010-10-01,2019-06-11
5659,12357,2010-10-26,2013-01-31,31,3,9999,58403M10,MCOX,MECOX LANE LTD,,53541,3,58403M20,2010-10-26,2016-04-14,2.0,2010-10-26,2016-04-14
5660,12357,2013-02-01,2016-04-14,31,3,9999,58403M20,MCOX,MECOX LANE LTD,,53541,3,58403M20,2010-10-26,2016-04-14,2.0,2010-10-26,2016-04-14
